id,user,lat,long,tags,title,date_taken_minute,date_taken_hour,date_taken_day,date_taken_month,date_taken_year,date_upload_minute,date_upload_hour,date_upload_day,date_upload_month,date_upload_year
32109008255,90493526@N00,45.769244,4.830835,"europe,france,lyon,streetart,poteau,installation,cal","Street installation by Cal [Lyon, France]",1.0,16,31,12,2016,56.0,23.0,4.0,1,2017.0
32109008195,90493526@N00,45.774991,4.808042,"europe,france,lyon,vaise,streetart,wheatpaste,wheatpaper,collage,pasted,paper,pasteup,big,ben,bigben,hendrix,jimi","Pasted paper by Big Ben [Lyon, France]",29.0,15,31,12,2016,56.0,23.0,4.0,1,2017.0
32109008265,90493526@N00,45.769087,4.83054,"europe,france,lyon,streetart,poteau,installation,cal","Street Iinstallation by Cal [Lyon, France]",2.0,16,31,12,2016,56.0,23.0,4.0,1,2017.0
32109008145,90493526@N00,45.762186,4.835443,"europe,france,lyon,streetart,wheatpaste,wheatpaper,collage,pasted,paper,pasteup,magrite","Pasted paper by Magrite [Lyon, France]",51.0,16,30,12,2016,56.0,23.0,4.0,1,2017.0
31266312844,100559072@N03,45.761101,4.831248,"france,lumières,lyon,nuit,rhône,fêtedeslumières",Les lampadophores 2,12.0,22,9,12,2016,31.0,22.0,4.0,1,2017.0
31731916500,32147256@N03,45.762387,4.821827,"lió,lyon,frança,france,francia,basílica,façana,torre,campanar,campanario,edifici,arquitectura,escultura,fuji,xt1",Basílica Notre-Dame de Fourvière / Lió (8) / Lyon / França / Francia,43.0,9,17,7,2016,5.0,22.0,4.0,1,2017.0
31265711274,107938954@N05,45.757876,4.833214,,Bellecour et Fourvière,16.0,19,28,12,2016,52.0,21.0,4.0,1,2017.0
32106811455,150599675@N04,45.763101,4.82937,"lyon,light,lumière,fête,france,street,night,city,cathedral,canon,400d",church,7.0,0,11,12,2016,39.0,21.0,4.0,1,2017.0
31731460390,150599675@N04,45.764349,4.833061,"lyon,light,lumière,fête,france,street,night,city,canon,400d",light-show,33.0,0,11,12,2016,39.0,21.0,4.0,1,2017.0
31731460020,150599675@N04,45.762538,4.834048,"lyon,light,lumière,fête,france,street,night,city,canon,400d",lyon_street,40.0,0,11,12,2016,39.0,21.0,4.0,1,2017.0
31293794053,113391938@N03,45.747519,4.818205,,,55.0,18,4,1,2017,55.0,18.0,4.0,1,2017.0
31293529383,113391938@N03,45.748138,4.817938,,,43.0,18,4,1,2017,43.0,18.0,4.0,1,2017.0
32100174545,32147256@N03,45.762117,4.82201,"lió,lyon,frança,france,francia,contrallum,contraluz,façana,edifici,arquitectura,basílica,fuji,xt1",Basílica Notre-Dame de Fourvière / Lió (7) / Lyon / França / Francia,40.0,9,17,7,2016,31.0,15.0,4.0,1,2017.0
31937600712,50306446@N08,45.742999,4.878755,"samyang12mmf2ncs,μ43,olympus,em10",Grange blanche,0.0,14,31,12,2016,6.0,23.0,3.0,1,2017.0
32072632535,137276341@N07,45.76256,4.849294,"halls,paul,bocuse,marché,huitres,noel,vapeur,froid,bokeh,bouhsina,lyon,france,bouhsinaphotorphy,canon,5diii,ef2470,couleur,courses,food",Les Halls Paul Bocuse - Lyon,3.0,15,2,12,2016,57.0,18.0,3.0,1,2017.0
31245794904,90493526@N00,45.772761,4.831854,"europe,france,lyon,croixrousse,streetart,wheatpaste,wheatpaper,collage,pasted,paper,pasteup","Pasted paper [Lyon, France]",39.0,16,24,12,2016,10.0,0.0,4.0,1,2017.0
31245794914,90493526@N00,45.773075,4.831709,"europe,france,lyon,croixrousse,streetart,wall,mur,installation,intra,larue,intralarue","Wall installation by Intra Larue [Lyon, France]",41.0,16,24,12,2016,10.0,0.0,4.0,1,2017.0
31245794924,90493526@N00,45.769431,4.829767,"europe,france,lyon,streetart,poteau,cal","Street installation by Cal [Lyon, France]",47.0,15,30,12,2016,10.0,0.0,4.0,1,2017.0
31245794844,90493526@N00,45.771287,4.830862,"europe,france,lyon,croixrousse,streetart,wheatpaste,wheatpaper,collage,pasted,paper,pasteup,ghostsurfer","Pasted paper by Ghostsurfer [Lyon, France]",39.0,15,23,12,2016,10.0,0.0,4.0,1,2017.0
31938695122,32147256@N03,45.733189,4.817664,"lió,lyon,frança,france,francia,edifici,arquitectura,reflexes,reflejos,fuji,xt1",Musée des Confluences / Lió (6) / Lyon / França / Francia,12.0,9,17,7,2016,6.0,0.0,4.0,1,2017.0
31938392812,99533006@N05,45.732239,4.818341,,Mobile challenge - 06,0.0,12,1,1,2017,50.0,23.0,3.0,1,2017.0
31711278690,99533006@N05,45.732074,4.818352,,Mobile challenge - 09,11.0,12,1,1,2017,50.0,23.0,3.0,1,2017.0
31968848481,99533006@N05,45.757493,4.833319,,Mobile challenge - 13,30.0,17,1,1,2017,50.0,23.0,3.0,1,2017.0
31244383864,41005569@N08,45.759357,4.831913,"streetphotography,street,scènederue,night,nuit,lesoir,blackandwhite,noiretblanc,nocturne,lyon,france,fujifilmxt1,ruemoncharmont,69002",Étincelles,43.0,19,7,12,2016,48.0,22.0,3.0,1,2017.0
31236219204,32147256@N03,45.730957,4.814306,"lió,lyon,frança,france,francia,edifici,arquitectura,pont,riu,rio,puente,fuji,xt1",Musée des Confluences / Lió (5) / Lyon / França / Francia,8.0,9,17,7,2016,38.0,15.0,3.0,1,2017.0
31225948634,64426048@N05,45.767572,4.833547,,DSC00780,33.0,21,4,10,2015,46.0,4.0,3.0,1,2017.0
32022499576,48551155@N05,45.76066,4.8342,"europe,fontaine,france,girls,jacobins,lyon,places",Unknown,50.0,23,28,12,2016,4.0,23.0,2.0,1,2017.0
31943227101,48551155@N05,45.760551,4.833903,"europe,fontaine,france,jacobins,lyon,placedesjacobins,places",Place des Jacobins,42.0,23,28,12,2016,49.0,22.0,2.0,1,2017.0
31219930924,48551155@N05,45.757056,4.840061,"bridge,brücke,europe,france,lyon,places,pont,pontdelaguillotière,rhône,river",Pont de la Guillotière,26.0,23,28,12,2016,48.0,22.0,2.0,1,2017.0
31686077050,48551155@N05,45.757068,4.840026,"europe,france,hôteldieu,lyon,places,rhône,river",Hôtel Dieu,24.0,23,28,12,2016,48.0,22.0,2.0,1,2017.0
31912931652,48551155@N05,45.759303,4.84002,"europe,france,hôteldieu,lyon,places,rhône,river",Hôtel Dieu,10.0,23,28,12,2016,48.0,22.0,2.0,1,2017.0
32060008915,32147256@N03,45.757065,4.826956,"lió,lyon,frança,france,francia,església,catedral,nucliantic,edifici,arquitectura,riu,rio,aigua,agua,water,fuji,xt1",Lió (4) / Lyon / França / Francia,58.0,8,17,7,2016,51.0,21.0,2.0,1,2017.0
31249088433,144146684@N04,45.78195,4.857351,,damier aquatique,30.0,16,15,10,2016,16.0,21.0,2.0,1,2017.0
31246155903,64807992@N00,45.764044,4.835658,"lyon,auvergnerhônealpes,france",NX10-12230009,46.0,10,23,12,2016,46.0,18.0,2.0,1,2017.0
31215018784,64807992@N00,45.764044,4.835658,"lyon,auvergnerhônealpes,france",NX10-12220005,40.0,15,22,12,2016,44.0,18.0,2.0,1,2017.0
32055844605,64807992@N00,45.764044,4.835658,,NX3K-12204117 copy,37.0,17,20,12,2016,40.0,18.0,2.0,1,2017.0
41188936782,144940913@N08,45.82315,4.895347,,14-10-2014 - Gymnase Paul Chevallier,25.0,10,14,10,2014,13.0,17.0,2.0,1,2017.0
41188936432,144940913@N08,45.823661,4.895838,,14-10-2014 - Gymnase Paul Chevallier,36.0,13,14,10,2014,13.0,17.0,2.0,1,2017.0
41188936522,144940913@N08,45.823527,4.895399,,14-10-2014 - Gymnase Paul Chevallier,4.0,17,14,10,2014,13.0,17.0,2.0,1,2017.0
39422988640,144940913@N08,45.822963,4.895683,,14-10-2014 - Gymnase Paul Chevallier,7.0,9,14,10,2014,13.0,17.0,2.0,1,2017.0
26360178537,144940913@N08,45.822869,4.895766,,14-10-2014 - Gymnase Paul Chevallier,20.0,17,14,10,2014,13.0,17.0,2.0,1,2017.0
41188935982,144940913@N08,45.823008,4.894794,,14-10-2014 - Gymnase Paul Chevallier,49.0,16,14,10,2014,13.0,17.0,2.0,1,2017.0
41188935862,144940913@N08,45.823016,4.89533,,14-10-2014 - Gymnase Paul Chevallier,5.0,16,14,10,2014,13.0,17.0,2.0,1,2017.0
41188935912,144940913@N08,45.823711,4.895255,,14-10-2014 - Gymnase Paul Chevallier,48.0,14,14,10,2014,13.0,17.0,2.0,1,2017.0
27358953818,144940913@N08,45.823141,4.894941,,14-10-2014 - Gymnase Paul Chevallier,6.0,17,14,10,2014,13.0,17.0,2.0,1,2017.0
27358953658,144940913@N08,45.821761,4.898397,,14-10-2014 - Gymnase Paul Chevallier,10.0,16,14,10,2014,13.0,17.0,2.0,1,2017.0
27358953948,144940913@N08,45.823611,4.895736,,14-10-2014 - Gymnase Paul Chevallier,53.0,16,14,10,2014,13.0,17.0,2.0,1,2017.0
26360178447,144940913@N08,45.8232,4.895366,,14-10-2014 - Gymnase Paul Chevallier,42.0,13,14,10,2014,13.0,17.0,2.0,1,2017.0
